# %ECSV 1.0
# ---
# datatype:
# - {name: PROGRAM, datatype: string}
# - {name: CAP, datatype: string}
# - {name: RA, datatype: float64}
# - {name: DEC, datatype: float64}
# meta: !!omap
# - {CREADATE: '2024-08-14T14:04:13-07:00'}
# - {VERSION: v20240814}
# - {DESIFN: /global/cfs/cdirs/desi/survey/ops/surveyops/trunk/ops/tiles-main.ecsv}
# - {DESI1BFN: /global/cfs/cdirs/desi/users/raichoor/desi1b/tiles-add-dr11-20240520.ecsv}
# - {PROGRAMS: 'BRIGHT,DARK'}
# - {NPASSES: '6,9'}
# schema: astropy-2.0
PROGRAM CAP RA DEC
DARK NGC 237.832 -2.351
DARK NGC 237.217 -2.276
DARK NGC 236.865 -2.351
DARK NGC 236.47 -2.463
DARK NGC 236.206 -2.612
DARK NGC 235.898 -2.724
DARK NGC 235.459 -2.799
DARK NGC 234.932 -2.724
DARK NGC 233.965 -2.425
DARK NGC 233.657 -2.537
DARK NGC 233.262 -2.575
DARK NGC 232.866 -2.612
DARK NGC 235.459 -5.192
DARK NGC 235.591 -5.679
DARK NGC 235.591 -5.979
DARK NGC 237.041 -7.519
DARK NGC 237.261 -8.009
DARK NGC 237.305 -8.348
DARK NGC 237.261 -8.687
DARK NGC 237.129 -9.027
DARK NGC 236.953 -9.329
DARK NGC 236.909 -9.367
DARK NGC 236.689 -9.859
DARK NGC 236.602 -10.162
DARK NGC 236.47 -10.427
DARK NGC 236.294 -10.655
DARK NGC 236.206 -10.731
DARK NGC 235.986 -10.921
DARK NGC 235.635 -11.073
DARK NGC 235.327 -11.187
DARK NGC 234.8 -11.187
DARK NGC 233.657 -10.579
DARK NGC 238.052 -15.018
DARK NGC 238.184 -15.52
DARK NGC 238.184 -15.985
DARK NGC 238.096 -16.218
DARK NGC 238.008 -16.451
DARK NGC 237.832 -16.919
DARK NGC 238.008 -17.465
DARK NGC 238.447 -18.328
DARK NGC 238.491 -18.761
DARK NGC 238.447 -19.116
DARK NGC 238.359 -19.353
DARK NGC 238.271 -19.511
DARK NGC 238.008 -19.828
DARK NGC 237.7 -20.185
DARK NGC 237.612 -20.264
DARK NGC 237.349 -20.503
DARK NGC 237.041 -20.702
DARK NGC 236.733 -20.822
DARK NGC 236.294 -20.902
DARK NGC 235.898 -21.022
DARK NGC 235.679 -21.222
DARK NGC 235.371 -21.422
DARK NGC 235.107 -21.663
DARK NGC 234.844 -21.823
DARK NGC 234.536 -22.024
DARK NGC 234.097 -22.105
DARK NGC 233.965 -22.791
DARK NGC 234.097 -23.399
DARK NGC 234.053 -23.766
DARK NGC 233.921 -24.133
DARK NGC 233.701 -24.419
DARK NGC 233.481 -24.706
DARK NGC 233.218 -24.871
DARK NGC 233.042 -24.953
DARK NGC 232.778 -25.035
DARK NGC 232.295 -25.077
DARK NGC 231.812 -25.035
DARK NGC 230.713 -24.419
DARK NGC 230.229 -24.378
DARK NGC 229.878 -24.542
DARK NGC 229.526 -24.624
DARK NGC 229.087 -24.624
DARK NGC 228.472 -24.46
DARK NGC 227.988 -24.501
DARK NGC 227.681 -24.542
DARK NGC 227.197 -24.501
DARK NGC 226.626 -24.296
DARK NGC 226.23 -24.419
DARK NGC 225.879 -24.501
DARK NGC 225.483 -24.542
DARK NGC 225.044 -24.46
DARK NGC 224.473 -24.501
DARK NGC 224.253 -24.542
DARK NGC 223.857 -24.583
DARK NGC 223.374 -24.542
DARK NGC 222.759 -24.215
DARK NGC 222.319 -24.296
DARK NGC 222.012 -24.337
DARK NGC 221.616 -24.296
DARK NGC 220.913 -24.378
DARK NGC 220.693 -24.583
DARK NGC 220.474 -24.789
DARK NGC 220.298 -24.871
DARK NGC 220.034 -24.953
DARK NGC 219.639 -24.994
DARK NGC 219.243 -24.953
DARK NGC 218.76 -24.83
DARK NGC 218.408 -24.912
DARK NGC 218.057 -24.994
DARK NGC 217.705 -24.994
DARK NGC 217.31 -24.953
DARK NGC 216.782 -24.953
DARK NGC 216.606 -25.035
DARK NGC 216.255 -25.118
DARK NGC 215.903 -25.118
DARK NGC 215.508 -25.077
DARK NGC 215.112 -24.953
DARK NGC 214.541 -24.583
DARK NGC 214.146 -24.624
DARK NGC 213.838 -24.583
DARK NGC 213.354 -24.46
DARK NGC 213.047 -24.583
DARK NGC 212.783 -24.665
DARK NGC 212.476 -24.706
DARK NGC 212.036 -24.871
DARK NGC 211.816 -24.912
DARK NGC 211.509 -24.953
DARK NGC 211.113 -24.912
DARK NGC 210.586 -24.912
DARK NGC 210.454 -24.953
DARK NGC 210.146 -24.994
DARK NGC 209.795 -24.994
DARK NGC 209.399 -24.953
DARK NGC 208.96 -24.953
DARK NGC 208.784 -25.035
DARK NGC 208.433 -25.118
DARK NGC 208.125 -25.159
DARK NGC 207.817 -25.118
DARK NGC 207.466 -25.035
DARK NGC 207.07 -24.994
DARK NGC 206.763 -24.953
DARK NGC 206.323 -24.706
DARK NGC 205.884 -24.378
DARK NGC 205.356 -24.542
DARK NGC 205.049 -24.665
DARK NGC 204.917 -24.706
DARK NGC 204.697 -24.747
DARK NGC 204.346 -24.747
DARK NGC 204.038 -24.706
DARK NGC 203.687 -24.542
DARK NGC 203.071 -24.542
DARK NGC 202.808 -24.706
DARK NGC 202.544 -24.789
DARK NGC 202.456 -24.789
DARK NGC 202.148 -24.83
DARK NGC 201.841 -24.789
DARK NGC 201.489 -24.706
DARK NGC 201.138 -24.542
DARK NGC 200.742 -24.337
DARK NGC 200.215 -24.419
DARK NGC 200.039 -24.501
DARK NGC 199.687 -24.583
DARK NGC 199.6 -24.583
DARK NGC 199.248 -24.583
DARK NGC 198.94 -24.542
DARK NGC 198.413 -24.624
DARK NGC 198.105 -24.747
DARK NGC 197.886 -24.789
DARK NGC 197.71 -24.789
DARK NGC 197.446 -24.789
DARK NGC 197.095 -24.706
DARK NGC 196.787 -24.665
DARK NGC 196.523 -24.665
DARK NGC 196.216 -24.624
DARK NGC 195.864 -24.46
DARK NGC 195.557 -24.256
DARK NGC 194.985 -24.296
DARK NGC 194.81 -24.46
DARK NGC 194.458 -24.624
DARK NGC 194.194 -24.706
DARK NGC 193.887 -24.747
DARK NGC 193.711 -24.747
DARK NGC 193.315 -24.789
DARK NGC 192.964 -24.953
DARK NGC 192.7 -25.035
DARK NGC 192.568 -25.077
DARK NGC 192.217 -25.077
DARK NGC 191.953 -25.077
DARK NGC 191.646 -24.953
DARK NGC 191.338 -24.83
DARK NGC 191.03 -24.624
DARK NGC 190.459 -24.583
DARK NGC 190.151 -24.706
DARK NGC 189.932 -24.747
DARK NGC 189.58 -24.747
DARK NGC 189.316 -24.747
DARK NGC 188.965 -24.747
DARK NGC 188.657 -24.871
DARK NGC 188.35 -24.912
DARK NGC 188.086 -24.912
DARK NGC 187.866 -24.871
DARK NGC 187.603 -24.789
DARK NGC 187.383 -24.665
DARK NGC 187.119 -24.501
DARK NGC 186.812 -24.215
DARK NGC 186.284 -24.215
DARK NGC 185.977 -24.256
DARK NGC 185.713 -24.256
DARK NGC 185.361 -24.419
DARK NGC 185.01 -24.501
DARK NGC 184.702 -24.542
DARK NGC 184.438 -24.542
DARK NGC 184.219 -24.501
DARK NGC 184.087 -24.46
DARK NGC 183.516 -24.419
DARK NGC 183.164 -24.583
DARK NGC 182.856 -24.706
DARK NGC 182.549 -24.747
DARK NGC 182.373 -24.747
DARK NGC 181.89 -24.789
DARK NGC 181.538 -24.953
DARK NGC 181.23 -24.994
DARK NGC 180.967 -24.994
DARK NGC 180.791 -24.994
DARK NGC 180.527 -24.912
DARK NGC 180.264 -24.83
DARK NGC 179.648 -24.994
DARK NGC 179.297 -25.077
DARK NGC 178.945 -25.159
DARK NGC 178.77 -25.159
DARK NGC 178.462 -25.118
DARK NGC 178.198 -25.035
DARK NGC 178.022 -24.953
DARK NGC 177.407 -24.953
DARK NGC 177.144 -24.953
DARK NGC 176.88 -24.953
DARK NGC 176.66 -24.912
DARK NGC 176.396 -24.83
DARK NGC 176.133 -24.665
DARK NGC 175.913 -24.46
DARK NGC 175.649 -24.215
DARK NGC 175.298 -23.969
DARK NGC 175.078 -23.929
DARK NGC 174.463 -24.01
DARK NGC 174.155 -24.133
DARK NGC 173.76 -24.174
DARK NGC 173.496 -24.174
DARK NGC 173.188 -24.133
DARK NGC 172.925 -24.051
DARK NGC 172.749 -23.969
DARK NGC 171.958 -24.46
DARK NGC 171.475 -24.83
DARK NGC 171.079 -24.953
DARK NGC 170.771 -24.994
DARK NGC 170.376 -24.953
DARK NGC 170.156 -24.912
DARK NGC 170.024 -24.871
DARK NGC 169.409 -24.789
DARK NGC 169.102 -24.83
DARK NGC 168.706 -24.789
DARK NGC 168.486 -24.747
DARK NGC 168.223 -24.665
DARK NGC 168.003 -24.542
DARK NGC 167.432 -24.501
DARK NGC 167.036 -24.542
DARK NGC 166.729 -24.501
DARK NGC 166.509 -24.46
DARK NGC 166.157 -24.296
DARK NGC 165.762 -24.337
DARK NGC 165.366 -24.378
DARK NGC 165.059 -24.337
DARK NGC 164.795 -24.256
DARK NGC 164.619 -24.174
DARK NGC 164.048 -24.051
DARK NGC 163.608 -24.133
DARK NGC 163.301 -24.092
DARK NGC 162.993 -24.051
DARK NGC 162.686 -23.929
DARK NGC 161.982 -24.256
DARK NGC 161.367 -24.665
DARK NGC 160.884 -24.789
DARK NGC 160.532 -24.789
DARK NGC 160.181 -24.706
DARK NGC 159.917 -24.624
DARK NGC 159.302 -24.706
DARK NGC 158.862 -24.789
DARK NGC 158.511 -24.789
DARK NGC 158.071 -24.706
DARK NGC 157.412 -25.077
DARK NGC 156.929 -25.118
DARK NGC 156.577 -25.118
DARK NGC 156.182 -24.994
DARK NGC 156.006 -24.912
DARK NGC 155.479 -24.83
DARK NGC 155.039 -24.83
DARK NGC 154.775 -24.747
DARK NGC 154.512 -24.665
DARK NGC 154.028 -24.46
DARK NGC 153.501 -24.542
DARK NGC 153.105 -24.501
DARK NGC 152.754 -24.419
DARK NGC 152.007 -24.706
DARK NGC 151.567 -24.706
DARK NGC 151.26 -24.665
DARK NGC 150.688 -24.706
DARK NGC 150.073 -24.789
DARK NGC 149.722 -24.789
DARK NGC 149.15 -24.83
DARK NGC 148.579 -24.871
DARK NGC 148.184 -24.83
DARK NGC 147.788 -24.706
DARK NGC 147.568 -24.583
DARK NGC 146.909 -24.624
DARK NGC 146.338 -24.665
DARK NGC 145.942 -24.624
DARK NGC 145.635 -24.501
DARK NGC 145.063 -24.46
DARK NGC 144.097 -24.871
DARK NGC 143.525 -24.912
DARK NGC 143.13 -24.789
DARK NGC 142.778 -24.624
DARK NGC 142.471 -24.419
DARK NGC 142.119 -24.256
DARK NGC 141.855 -24.01
DARK NGC 141.636 -23.806
DARK NGC 141.24 -23.603
DARK NGC 140.845 -23.481
DARK NGC 140.493 -23.318
DARK NGC 140.273 -23.115
DARK NGC 140.01 -22.872
DARK NGC 139.702 -22.67
DARK NGC 139.614 -22.589
DARK NGC 139.438 -22.347
DARK NGC 139.307 -21.984
DARK NGC 139.263 -21.622
DARK NGC 139.307 -21.102
DARK NGC 139.087 -20.742
DARK NGC 138.604 -20.463
DARK NGC 138.164 -20.384
DARK NGC 137.681 -20.264
DARK NGC 137.373 -20.066
DARK NGC 137.065 -19.867
DARK NGC 137.021 -19.828
DARK NGC 136.758 -19.432
DARK NGC 136.45 -19.076
DARK NGC 136.187 -18.839
DARK NGC 136.055 -18.721
DARK NGC 135.923 -18.524
DARK NGC 135.791 -18.171
DARK NGC 135.747 -17.818
DARK NGC 135.439 -17.231
DARK NGC 135.22 -17.036
DARK NGC 134.956 -16.802
DARK NGC 134.912 -16.763
DARK NGC 134.736 -16.451
DARK NGC 134.648 -16.063
DARK NGC 134.604 -15.714
DARK NGC 134.429 -15.249
DARK NGC 133.989 -14.94
DARK NGC 133.638 -14.786
DARK NGC 133.33 -14.593
DARK NGC 133.11 -14.4
DARK NGC 132.935 -14.17
DARK NGC 132.803 -13.9
DARK NGC 132.759 -13.708
DARK NGC 132.539 -13.056
DARK NGC 132.231 -12.865
DARK NGC 131.924 -12.674
DARK NGC 131.704 -12.406
DARK NGC 131.616 -12.254
DARK NGC 131.528 -12.025
DARK NGC 131.133 -11.605
DARK NGC 130.737 -11.415
DARK NGC 130.562 -11.263
DARK NGC 130.342 -10.997
DARK NGC 130.254 -10.845
DARK NGC 130.122 -10.503
DARK NGC 130.078 -10.162
DARK NGC 130.122 -9.745
DARK NGC 130.122 -9.065
DARK NGC 130.034 -8.914
DARK NGC 129.902 -8.65
DARK NGC 129.858 -8.386
DARK NGC 129.858 -7.933
DARK NGC 129.507 -7.482
DARK NGC 129.155 -7.256
DARK NGC 128.716 -7.181
DARK NGC 128.364 -6.955
DARK NGC 128.013 -6.805
DARK NGC 127.705 -6.542
DARK NGC 127.485 -6.354
DARK NGC 127.31 -6.054
DARK NGC 127.266 -5.942
DARK NGC 127.178 -5.642
DARK NGC 127.178 -5.267
DARK NGC 127.222 -4.855
DARK NGC 127.266 -4.144
DARK NGC 127.046 -3.882
DARK NGC 126.914 -3.695
DARK NGC 126.387 -3.471
DARK NGC 125.991 -3.284
DARK NGC 125.728 -3.06
DARK NGC 125.508 -2.799
DARK NGC 125.42 -2.649
DARK NGC 125.332 -2.425
DARK NGC 125.244 -2.052
DARK NGC 124.893 -1.604
DARK NGC 124.629 -1.38
DARK NGC 124.409 -1.119
DARK NGC 124.365 -1.007
DARK NGC 124.233 -0.671
DARK NGC 124.189 -0.41
DARK NGC 124.233 0.0
DARK NGC 123.838 0.485
DARK NGC 123.442 0.671
DARK NGC 123.135 0.933
DARK NGC 122.959 1.156
DARK NGC 122.871 1.306
DARK NGC 122.783 1.53
DARK NGC 122.695 1.903
DARK NGC 122.739 2.313
DARK NGC 122.827 2.687
DARK NGC 122.607 3.247
DARK NGC 122.3 3.509
DARK NGC 122.08 3.77
DARK NGC 122.036 3.882
DARK NGC 121.86 4.256
DARK NGC 121.685 4.556
DARK NGC 121.641 4.743
DARK NGC 121.597 5.08
DARK NGC 121.597 5.454
DARK NGC 121.069 5.904
DARK NGC 120.674 6.092
DARK NGC 120.41 6.317
DARK NGC 120.19 6.505
DARK NGC 120.015 6.805
DARK NGC 119.971 6.918
DARK NGC 119.883 7.369
DARK NGC 119.795 7.896
DARK NGC 119.575 8.084
DARK NGC 119.312 8.461
DARK NGC 119.268 8.574
DARK NGC 119.18 8.801
DARK NGC 119.136 9.14
DARK NGC 119.18 9.556
DARK NGC 119.355 10.01
DARK NGC 119.312 10.352
DARK NGC 119.355 10.693
DARK NGC 119.048 11.263
DARK NGC 118.784 11.491
DARK NGC 118.301 11.682
DARK NGC 117.949 11.91
DARK NGC 117.729 12.101
DARK NGC 117.51 12.445
DARK NGC 117.466 12.559
DARK NGC 117.378 12.865
DARK NGC 117.334 13.21
DARK NGC 117.378 13.555
DARK NGC 117.114 14.093
DARK NGC 116.851 14.4
DARK NGC 116.719 14.593
DARK NGC 116.675 14.709
DARK NGC 116.587 15.095
DARK NGC 116.323 15.636
DARK NGC 116.104 15.908
DARK NGC 116.016 16.063
DARK NGC 115.928 16.296
DARK NGC 115.752 16.841
DARK NGC 115.532 17.036
DARK NGC 115.312 17.387
DARK NGC 115.269 17.505
DARK NGC 115.181 17.818
DARK NGC 115.181 18.21
DARK NGC 115.269 18.524
DARK NGC 115.532 18.997
DARK NGC 115.444 19.392
DARK NGC 115.005 19.867
DARK NGC 114.741 20.106
DARK NGC 114.609 20.304
DARK NGC 114.521 20.463
DARK NGC 114.258 21.022
DARK NGC 113.95 21.302
DARK NGC 113.73 21.502
DARK NGC 113.643 21.663
DARK NGC 113.555 21.904
DARK NGC 113.511 22.266
DARK NGC 113.555 22.629
DARK NGC 113.687 23.074
DARK NGC 113.247 23.562
DARK NGC 112.983 23.806
DARK NGC 112.72 24.051
DARK NGC 112.588 24.256
DARK NGC 112.236 24.665
DARK NGC 111.885 24.912
DARK NGC 111.621 25.159
DARK NGC 111.445 25.406
DARK NGC 111.401 25.53
DARK NGC 111.313 25.862
DARK NGC 111.27 26.235
DARK NGC 111.226 26.527
DARK NGC 111.27 26.903
DARK NGC 111.445 27.322
DARK NGC 111.094 27.911
DARK NGC 110.874 28.122
DARK NGC 110.742 28.334
DARK NGC 110.654 28.504
DARK NGC 110.566 28.844
DARK NGC 110.566 29.27
DARK NGC 110.61 29.57
DARK NGC 110.127 30.129
DARK NGC 109.863 30.388
DARK NGC 109.644 30.692
DARK NGC 109.556 30.865
DARK NGC 109.512 31.083
DARK NGC 109.028 31.563
DARK NGC 108.721 31.87
DARK NGC 108.545 32.046
DARK NGC 108.457 32.222
DARK NGC 108.325 32.62
DARK NGC 108.325 32.886
DARK NGC 108.193 33.465
DARK NGC 107.886 33.779
DARK NGC 107.754 33.914
DARK NGC 107.622 34.139
DARK NGC 107.314 34.636
DARK NGC 107.227 34.817
DARK NGC 107.139 35.091
DARK NGC 107.139 35.456
DARK NGC 107.183 35.777
DARK NGC 107.402 36.192
DARK NGC 107.271 36.795
DARK NGC 106.919 37.075
DARK NGC 106.655 37.356
DARK NGC 106.479 37.638
DARK NGC 106.436 37.78
DARK NGC 106.392 38.111
DARK NGC 106.128 38.682
DARK NGC 105.908 38.922
DARK NGC 105.82 39.114
DARK NGC 105.732 39.403
DARK NGC 105.381 39.887
DARK NGC 105.161 40.228
DARK NGC 105.073 40.326
DARK NGC 104.985 40.62
DARK NGC 104.766 41.163
DARK NGC 104.502 41.461
DARK NGC 104.238 41.76
DARK NGC 104.134 41.91
DARK NGC 104.04 42.21
DARK NGC 104.035 42.51
DARK NGC 104.133 42.859
DARK NGC 103.926 43.407
DARK NGC 103.372 43.705
DARK NGC 102.903 44.003
DARK NGC 102.679 44.202
DARK NGC 102.412 44.598
DARK NGC 102.358 44.747
DARK NGC 102.328 44.994
DARK NGC 102.419 45.34
DARK NGC 102.386 45.932
DARK NGC 102.093 46.277
DARK NGC 102.023 46.375
DARK NGC 101.906 46.67
DARK NGC 101.899 47.014
DARK NGC 101.56 47.603
DARK NGC 101.125 47.848
DARK NGC 100.798 48.141
DARK NGC 100.645 48.337
DARK NGC 100.514 48.63
DARK NGC 100.471 48.874
DARK NGC 100.567 49.264
DARK NGC 100.573 49.702
DARK NGC 100.437 49.994
DARK NGC 100.405 50.286
DARK NGC 100.504 50.674
DARK NGC 100.712 51.062
DARK NGC 100.758 51.643
DARK NGC 100.507 51.933
DARK NGC 100.363 52.223
DARK NGC 100.329 52.513
DARK NGC 100.393 52.754
DARK NGC 100.349 53.428
DARK NGC 99.483 53.62
DARK NGC 98.965 53.861
DARK NGC 98.208 54.101
DARK NGC 97.676 54.341
DARK NGC 97.254 54.581
DARK NGC 96.955 54.868
DARK NGC 96.854 54.964
DARK NGC 96.687 55.347
DARK NGC 96.551 55.921
DARK NGC 96.455 56.064
DARK NGC 96.384 56.351
DARK NGC 96.446 56.685
DARK NGC 96.655 57.114
DARK NGC 96.659 57.78
DARK NGC 95.519 57.923
DARK NGC 94.775 58.16
DARK NGC 94.289 58.445
DARK NGC 93.928 58.73
DARK NGC 93.806 58.825
DARK NGC 93.705 59.109
DARK NGC 93.608 59.441
DARK NGC 93.652 59.82
DARK NGC 93.983 60.245
DARK NGC 94.756 60.718
DARK NGC 94.42 61.331
DARK NGC 93.872 61.567
DARK NGC 93.467 61.85
DARK NGC 93.331 61.944
DARK NGC 93.075 62.32
DARK NGC 93.106 62.603
DARK NGC 93.148 62.979
DARK NGC 93.348 63.354
DARK NGC 93.437 64.058
DARK NGC 92.661 64.292
DARK NGC 91.872 64.527
DARK NGC 91.232 64.761
DARK NGC 90.747 65.042
DARK NGC 90.421 65.369
DARK NGC 90.422 65.463
DARK NGC 90.257 65.79
DARK NGC 90.434 66.163
DARK NGC 90.619 66.584
DARK NGC 91.353 67.05
DARK NGC 91.012 67.516
DARK NGC 90.835 67.702
DARK NGC 90.662 68.121
DARK NGC 90.862 68.4
DARK NGC 91.071 68.772
DARK NGC 91.689 69.19
DARK NGC 92.743 69.655
DARK NGC 95.337 70.258
DARK NGC 98.431 71.138
DARK NGC 98.451 71.185
DARK NGC 98.375 71.509
DARK NGC 98.523 71.833
DARK NGC 98.93 72.203
DARK NGC 99.355 72.572
DARK NGC 99.772 72.896
DARK NGC 100.479 73.265
DARK NGC 101.346 73.819
DARK NGC 101.218 74.004
DARK NGC 100.784 74.511
DARK NGC 100.644 74.696
DARK NGC 100.629 75.064
DARK NGC 100.794 75.295
DARK NGC 101.322 75.617
DARK NGC 101.55 76.262
DARK NGC 99.61 76.492
DARK NGC 97.969 76.814
DARK NGC 97.155 77.043
DARK NGC 95.707 77.365
DARK NGC 94.517 77.687
DARK NGC 93.92 77.917
DARK NGC 93.635 78.1
DARK NGC 93.379 78.422
DARK NGC 93.462 78.697
DARK NGC 93.954 79.065
DARK NGC 94.87 79.432
DARK NGC 96.659 79.799
DARK NGC 97.744 80.166
DARK NGC 98.005 80.487
DARK NGC 98.775 80.853
DARK NGC 99.56 81.174
DARK NGC 101.919 81.541
DARK NGC 104.916 81.861
DARK NGC 107.632 82.182
DARK NGC 112.091 82.456
DARK NGC 113.491 82.731
DARK NGC 114.572 83.052
DARK NGC 116.199 83.326
DARK NGC 118.607 83.601
DARK NGC 122.333 83.829
DARK NGC 124.962 84.058
DARK NGC 128.929 84.241
DARK NGC 136.107 84.424
DARK NGC 136.875 84.516
DARK NGC 139.696 84.744
DARK NGC 142.297 84.927
DARK NGC 146.56 85.019
DARK NGC 151.25 85.064
DARK NGC 154.953 85.156
DARK NGC 160.234 85.11
DARK NGC 165.0 84.927
DARK NGC 171.585 84.378
DARK NGC 174.421 84.47
DARK NGC 178.14 84.47
DARK NGC 181.098 84.378
DARK NGC 187.066 84.47
DARK NGC 189.783 84.744
DARK NGC 193.5 84.973
DARK SGC -3.076 33.465
DARK SGC -2.988 33.465
DARK SGC -2.769 33.421
DARK SGC -2.373 33.465
DARK SGC -2.153 33.6
DARK SGC -1.89 33.779
DARK SGC -1.67 33.824
DARK SGC -1.45 33.869
DARK SGC -1.187 33.869
DARK SGC -1.143 33.914
DARK SGC -0.747 33.869
DARK SGC -0.527 33.824
DARK SGC -0.396 33.779
DARK SGC -0.264 33.734
DARK SGC -0.044 33.6
DARK SGC 0.176 33.465
DARK SGC 0.483 33.331
DARK SGC 0.615 33.287
DARK SGC 0.879 33.197
DARK SGC 1.055 33.108
DARK SGC 1.45 33.064
DARK SGC 1.626 33.153
DARK SGC 1.89 33.242
DARK SGC 2.153 33.242
DARK SGC 2.373 33.287
DARK SGC 2.461 33.287
DARK SGC 2.769 33.242
DARK SGC 2.9 33.197
DARK SGC 3.164 33.108
DARK SGC 3.34 33.019
DARK SGC 3.779 33.197
DARK SGC 4.087 33.421
DARK SGC 4.395 33.644
DARK SGC 4.658 33.734
DARK SGC 4.878 33.779
DARK SGC 5.186 33.824
DARK SGC 5.405 33.869
DARK SGC 5.669 33.959
DARK SGC 6.021 34.049
DARK SGC 6.24 34.094
DARK SGC 6.504 34.094
DARK SGC 6.592 34.094
DARK SGC 6.812 34.049
DARK SGC 7.031 34.004
DARK SGC 7.339 33.869
DARK SGC 7.471 33.824
DARK SGC 7.734 33.644
DARK SGC 8.13 33.689
DARK SGC 8.394 33.779
DARK SGC 8.701 33.824
DARK SGC 8.877 33.824
DARK SGC 9.185 33.779
DARK SGC 9.404 33.734
DARK SGC 9.668 33.644
DARK SGC 9.976 33.689
DARK SGC 10.371 33.914
DARK SGC 10.591 33.959
DARK SGC 10.942 34.049
DARK SGC 11.206 34.049
DARK SGC 11.514 34.004
DARK SGC 11.689 34.004
DARK SGC 11.953 33.914
DARK SGC 12.085 33.869
DARK SGC 12.261 33.779
DARK SGC 12.568 33.555
DARK SGC 12.656 33.465
DARK SGC 12.788 33.331
DARK SGC 12.92 33.108
DARK SGC 13.14 32.797
DARK SGC 13.491 32.797
DARK SGC 13.755 32.797
DARK SGC 14.106 32.797
DARK SGC 14.326 32.753
DARK SGC 14.59 32.664
DARK SGC 14.722 32.62
DARK SGC 14.941 32.487
DARK SGC 15.337 32.531
DARK SGC 15.864 32.797
DARK SGC 16.304 32.975
DARK SGC 16.611 33.019
DARK SGC 16.963 33.019
DARK SGC 17.227 33.019
DARK SGC 17.446 32.975
DARK SGC 17.71 32.886
DARK SGC 18.193 32.93
DARK SGC 18.457 32.93
DARK SGC 18.809 32.93
DARK SGC 19.028 32.886
DARK SGC 19.292 32.797
DARK SGC 19.424 32.753
DARK SGC 19.863 32.664
DARK SGC 20.391 32.842
DARK SGC 20.786 32.886
DARK SGC 21.05 32.886
DARK SGC 21.489 32.797
DARK SGC 22.764 33.644
DARK SGC 23.467 33.914
DARK SGC 23.862 33.959
DARK SGC 24.214 33.959
DARK SGC 24.873 34.094
DARK SGC 25.4 34.184
DARK SGC 25.664 34.184
DARK SGC 26.104 34.094
DARK SGC 26.455 34.004
DARK SGC 26.675 33.959
DARK SGC 27.378 34.049
DARK SGC 27.861 34.094
DARK SGC 28.257 34.049
DARK SGC 28.608 33.959
DARK SGC 28.96 33.869
DARK SGC 29.443 33.914
DARK SGC 29.927 33.869
DARK SGC 30.19 33.779
DARK SGC 30.498 33.644
DARK SGC 31.421 33.869
DARK SGC 31.948 33.869
DARK SGC 32.344 33.824
DARK SGC 32.651 33.689
DARK SGC 32.959 33.555
DARK SGC 33.179 33.331
DARK SGC 33.354 33.153
DARK SGC 33.53 32.975
DARK SGC 33.926 32.842
DARK SGC 34.409 32.797
DARK SGC 34.849 32.708
DARK SGC 35.112 32.531
DARK SGC 35.376 32.355
DARK SGC 35.552 32.178
DARK SGC 35.771 31.958
DARK SGC 35.815 31.914
DARK SGC 36.299 31.607
DARK SGC 36.826 31.519
DARK SGC 37.134 31.388
DARK SGC 37.441 31.257
DARK SGC 37.661 31.039
DARK SGC 37.881 30.822
DARK SGC 38.013 30.605
DARK SGC 38.057 30.475
DARK SGC 38.145 30.216
DARK SGC 38.145 29.957
DARK SGC 38.276 29.484
DARK SGC 38.408 29.356
DARK SGC 39.023 29.185
DARK SGC 39.419 29.057
DARK SGC 39.683 28.886
DARK SGC 39.946 28.716
DARK SGC 40.166 28.504
DARK SGC 40.386 28.292
DARK SGC 40.605 28.08
DARK SGC 40.825 27.869
DARK SGC 40.957 27.658
DARK SGC 41.001 27.532
DARK SGC 41.089 27.28
DARK SGC 41.089 26.944
DARK SGC 41.089 26.694
DARK SGC 41.045 26.318
DARK SGC 41.089 26.111
DARK SGC 41.089 25.779
DARK SGC 41.001 25.448
DARK SGC 40.869 25.159
DARK SGC 40.518 24.747
DARK SGC 40.122 24.215
DARK SGC 40.21 23.969
DARK SGC 40.254 23.766
DARK SGC 40.254 23.521
DARK SGC 40.298 22.993
DARK SGC 40.43 22.872
DARK SGC 40.869 22.629
DARK SGC 41.221 22.468
DARK SGC 41.44 22.266
DARK SGC 41.704 22.024
DARK SGC 41.836 21.904
DARK SGC 42.056 21.622
DARK SGC 42.188 21.342
DARK SGC 42.231 21.302
DARK SGC 42.319 20.902
DARK SGC 42.319 20.742
DARK SGC 42.319 20.344
DARK SGC 42.495 20.026
DARK SGC 42.583 19.788
DARK SGC 42.583 19.709
DARK SGC 42.627 19.432
DARK SGC 42.583 19.155
DARK SGC 42.627 18.642
DARK SGC 42.715 18.485
DARK SGC 42.891 18.171
DARK SGC 42.979 17.935
DARK SGC 43.022 17.739
DARK SGC 43.022 17.583
DARK SGC 43.022 17.348
DARK SGC 42.935 17.036
DARK SGC 42.803 16.685
DARK SGC 42.583 16.413
DARK SGC 42.363 15.985
DARK SGC 42.407 15.791
DARK SGC 42.451 15.52
DARK SGC 42.495 15.249
DARK SGC 42.539 14.825
DARK SGC 42.715 14.593
DARK SGC 42.803 14.362
